Id,TestID,Data_LoadImage,Data_LoadTool,Data_LoadTool,Data1_LoadPanel,Data_Input1,Data_Input1,Data_Input1,Data_Input1,Data_LinkPort,Data_Input2,Data_Input2,Data_Input2,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_LinkItem1,Data_Checkpoint,Data_TriggerOne,DataInput1Extend,DataInput1Extend,DataInput1Extend,DataInput1Extend,Data_Input2Extend,Data_Input2Extend,Data_Input2Extend,Data_Number,Data_Time,Data_CheckPoint,Data_CheckPoint,Data_CheckPoint
79,ListEdit_UseCase23_295,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,Real List,Take,2,2,Real List,Write,1,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
80,ListEdit_UseCase23_296,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,10,Rectangle List,Take,2,5,Rectangle List,Write,1,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
81,ListEdit_UseCase23_297,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,10,String List,Take,2,5,String List,Write,1,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
82,ListEdit_UseCase23_299,Sample Bulb,Blob,List Edit,Setup,Blob List,Take,2,2,Output Blob List,Blob List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
83,ListEdit_UseCase24_300,Sample OCR,None,List Edit,Setup,Boolean List,Take,5,2,Character Success List,Boolean List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
84,ListEdit_UseCase24_302,Sample Pattern Sort,List Edit,List Edit,Setup,Image,Read,None,None,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,6,Image List,Take,4,2,Image List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
85,ListEdit_UseCase24_303,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Integer List,Take,4,2,Integer List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
86,ListEdit_UseCase24_304,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Line Segment List,Take,3,2,Line Segment List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
87,ListEdit_UseCase24_305,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Origin List,Take,3,2,Origin List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
88,ListEdit_UseCase24_306,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,8,Point List,Take,2,2,Point List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
89,ListEdit_UseCase24_308,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,8,Real List,Take,2,2,Real List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
90,ListEdit_UseCase24_309,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,Rectangle List,Take,2,5,Rectangle List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
91,ListEdit_UseCase24_310,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,String List,Take,2,5,String List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
92,ListEdit_UseCase24_311,Sample Bulb,Blob,List Edit,Setup,Blob List,Take,5,2,Output Blob List,Blob List,Append,None,None,None,None,None,None,None,CheckPassFail,CheckMessage,,None,1,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
93,ListEdit_UseCase25_325,Sample Bulb,Blob,List Edit,Setup,Blob List,Delete,2,2,Output Blob List,,,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,7,,,,,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
94,ListEdit_UseCase26_326,Sample OCR,None,List Edit,Setup,Boolean List,Delete,5,2,Character Success List,,,None,CheckInput1,CheckOutput1,None,CheckOutput3,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
95,ListEdit_UseCase26_328,Sample Pattern Sort,List Edit,List Edit,Setup,Image,Read,None,None,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput4,CheckInput1Detail,None,None,None,,CheckOutput1Detail,6,Image List,Delete,4,2,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
96,ListEdit_UseCase26_329,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput5,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Integer List,Delete,4,2,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
97,ListEdit_UseCase26_330,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput6,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Delete,2,2,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
98,ListEdit_UseCase26_331,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput7,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Origin List,Delete,2,2,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
99,ListEdit_UseCase26_332,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput8,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Point List,Delete,2,2,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
100,ListEdit_UseCase26_334,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput9,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,Real List,Delete,2,2,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
101,ListEdit_UseCase26_335,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput10,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,Rectangle List,Delete,2,5,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
102,ListEdit_UseCase26_336,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput11,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,String List,Delete,2,5,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
103,ListEdit_UseCase27_338,Sample Bulb,Blob,List Edit,Setup,Blob List,Take Last,None,None,Output Blob List,Blob List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
104,ListEdit_UseCase27_339,Sample OCR,None,List Edit,Setup,Boolean List,Take Last,None,None,Character Success List,Boolean List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
105,ListEdit_UseCase27_341,Sample Pattern Sort,List Edit,List Edit,Setup,Image,Read,None,None,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,6,Image List,Take Last,None,None,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
106,ListEdit_UseCase27_342,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Integer List,Take Last,None,None,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
107,ListEdit_UseCase27_343,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Line Segment List,Take Last,None,None,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
108,ListEdit_UseCase27_344,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,3,Origin List,Take Last,None,None,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
109,ListEdit_UseCase27_345,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Point List,Take Last,None,None,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
110,ListEdit_UseCase27_347,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,Real List,Take Last,None,None,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
111,ListEdit_UseCase27_348,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,Rectangle List,Take Last,None,None,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
112,ListEdit_UseCase27_349,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,String List,Take Last,None,None,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
113,ListEdit_UseCase28_350,Sample Bulb,Blob,List Edit,Setup,Blob List,Delete,2,None,Output Blob List,,,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,4,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
114,ListEdit_UseCase28_351,Sample OCR,None,List Edit,Setup,Boolean List,Delete,5,None,Character Success List,,,None,CheckInput1,CheckOutput1,None,CheckOutput3,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
115,ListEdit_UseCase28_353,Sample Pattern Sort,List Edit,List Edit,Setup,Image,Read,None,None,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput4,CheckInput1Detail,None,None,None,,CheckOutput1Detail,4,Image List,Delete,4,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
116,ListEdit_UseCase28_354,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput5,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Integer List,Delete,4,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
117,ListEdit_UseCase28_355,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput6,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Line Segment List,Delete,3,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
118,ListEdit_UseCase28_356,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput7,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Origin List,Delete,3,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
119,ListEdit_UseCase28_357,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput8,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Point List,Delete,2,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
120,ListEdit_UseCase28_359,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput9,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Real List,Delete,2,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
121,ListEdit_UseCase28_360,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput10,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Rectangle List,Delete,2,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
122,ListEdit_UseCase28_361,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput11,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,String List,Delete,2,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
123,ListEdit_UseCase28_362,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,None,None,None,None,None,None,CheckPassFail,CheckMessage,Output 2,None,1,Integer List,Delete,4,None,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
124,ListEdit_UseCase29_375,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,None,None,None,None,None,None,CheckPassFail,CheckMessage,Output 2,None,1,Integer List,Delete,4,None,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
125,ListEdit_UseCase3_064,Sample Bulb,Blob,List Edit,Setup,Blob List,Read,None,None,Output Blob List,Blob List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
126,ListEdit_UseCase3_065,Sample OCR,None,List Edit,Setup,Boolean List,Read,None,None,Character Success List,Boolean List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
127,ListEdit_UseCase3_067,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Read,None,None,Output 2,Image List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
128,ListEdit_UseCase3_068,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Read,None,None,Run Count,Integer List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
129,ListEdit_UseCase3_069,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Read,None,None,Line Segment List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
130,ListEdit_UseCase3_070,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Read,None,None,Origin List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
131,ListEdit_UseCase3_071,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Read,None,None,Point List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
132,ListEdit_UseCase3_073,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Read,None,None,Real List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
133,ListEdit_UseCase3_074,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Read,None,None,Rectangle List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
134,ListEdit_UseCase3_075,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Read,None,None,String List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
135,ListEdit_UseCase4_077,Sample Bulb,Blob,List Edit,Setup,Blob List,Take,0,None,Output Blob List,Blob List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
136,ListEdit_UseCase4_078,Sample OCR,None,List Edit,Setup,Boolean List,Take,0,None,Character Success List,Boolean List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
137,ListEdit_UseCase4_080,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Take,0,None,Output 2,Image List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
138,ListEdit_UseCase4_081,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Take,0,None,Run Count,Integer List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
139,ListEdit_UseCase4_082,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Take,0,None,Line Segment List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
140,ListEdit_UseCase4_083,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Take,0,None,Origin List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
141,ListEdit_UseCase4_084,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Take,0,None,Point List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
142,ListEdit_UseCase4_086,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Take,0,None,Real List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
143,ListEdit_UseCase4_087,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Take,0,None,Rectangle List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
144,ListEdit_UseCase4_088,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Take,0,None,String List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
145,ListEdit_UseCase5_090,Sample Bulb,Blob,List Edit,Setup,Blob List,Read,0,None,Output Blob List,Blob List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
146,ListEdit_UseCase5_091,Sample OCR,None,List Edit,Setup,Boolean List,Read,0,None,Character Success List,Boolean List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
147,ListEdit_UseCase5_093,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Read,0,None,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
148,ListEdit_UseCase5_094,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Read,0,None,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
149,ListEdit_UseCase5_095,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Read,None,None,Line Segment List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
150,ListEdit_UseCase5_096,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Read,None,None,Origin List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
151,ListEdit_UseCase5_097,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Read,None,None,Point List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
152,ListEdit_UseCase5_099,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Read,None,None,Real List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
153,ListEdit_UseCase5_100,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Read,None,None,Rectangle List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
154,ListEdit_UseCase5_101,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Read,None,None,String List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
155,ListEdit_UseCase6_091,Sample Bulb,Blob,List Edit,Setup,Blob List,Take,0,None,Output Blob List,Blob List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
156,ListEdit_UseCase6_092,Sample OCR,None,List Edit,Setup,Boolean List,Take,0,None,Character Success List,Boolean List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
